"k","alpha","ntop","lambda","nu","z_cutpoint","mean_cindex_dichot","se_cindex_dichot","mean_abs_logrank_z","se_abs_logrank_z"
2,0.15,270,0.349,0.056,0,0.559719911121623,0.0178816349364717,0.915397898647289,0.396029697056709
2,0.15,270,0.349,0.056,0.2,0.536704886306001,0.0234574442919529,0.811408602534302,0.279684747210612
2,0.15,270,0.349,0.056,0.4,0.558256910265759,0.0292515186727419,1.20199966458391,0.503051436208229
2,0.15,270,0.349,0.056,0.6,0.568717256528275,0.0256882122026147,1.50260330589219,0.545972411904775
2,0.15,270,0.349,0.056,0.8,0.546932304690874,0.0200502840212709,1.48567127437307,0.502959573147476
2,0.15,270,0.349,0.056,1,0.558247260001341,0.0175566900002933,1.64246243752516,0.654740363401882
2,0.15,270,0.349,0.056,1.2,0.539032580861442,0.0209705004046486,1.72502224036533,0.612106094315966
2,0.15,270,0.349,0.056,1.4,0.523635054957169,0.0160042210120793,1.39490822871831,0.563931290732105
2,0.15,270,0.349,0.056,1.6,0.507737105704792,0.0169286859616988,1.141516863795,0.646971726565833
2,0.15,270,0.349,0.056,1.8,0.506293376724971,0.00854194119713899,1.07636428087529,0.478661125242858
2,0.15,270,0.349,0.056,2,0.498635743759271,0.00775052509295269,0.631814259149296,0.273467089035035
2,0.15,NA,0.349,0.056,-2,NA,NA,NA,NA
2,0.15,NA,0.349,0.056,-1.8,0.478501228501228,NA,2.21370886595738,NA
2,0.15,NA,0.349,0.056,-1.6,0.499559399655514,0.00611515945409008,0.418813558287593,0.187354139361652
2,0.15,NA,0.349,0.056,-1.4,0.504727658525952,0.00781936849311549,0.683874973384747,0.177856820386998
2,0.15,NA,0.349,0.056,-1.2,0.519218691377903,0.0121898190392468,1.01509091902783,0.275956194283614
2,0.15,NA,0.349,0.056,-1,0.52684031438785,0.0108807042758255,0.779800428977435,0.294322210803106
2,0.15,NA,0.349,0.056,-0.8,0.565688174241403,0.0156077700232036,1.35220702561839,0.456582099051301
2,0.15,NA,0.349,0.056,-0.6,0.570952261626314,0.0181582031817471,1.249471362166,0.540076722189866
2,0.15,NA,0.349,0.056,-0.4,0.575929903229506,0.0126341410924989,1.21081185295115,0.444501668097338
2,0.15,NA,0.349,0.056,-0.2,0.602851316154199,0.0128114611803146,1.60839522872231,0.293161640513421
2,0.15,NA,0.349,0.056,0,0.586389048817444,0.00708047041220802,1.33521344986027,0.192357736363207
