"k","alpha","ntop","lambda","nu","z_cutpoint","mean_cindex_dichot","se_cindex_dichot","mean_abs_logrank_z","se_abs_logrank_z"
2,0.8,270,0.349,0.056,0.8,0.582718322058205,0.015022459088873,1.77849288465489,0.277923626813054
2,0.8,270,0.349,0.056,1,0.566319885828323,0.0159088559825193,1.8557620925723,0.500105980557633
2,0.8,270,0.349,0.056,1.2,0.553606928488452,0.00613960577736058,1.76279285528642,0.23965772818952
2,0.8,270,0.349,0.056,1.4,0.552717474867105,0.00667277685306018,1.78392410335278,0.249557671922083
2,0.8,270,0.349,0.056,1.6,0.538032074719418,0.0109892744104013,1.67432653997065,0.434118075335344
2,0.8,270,0.349,0.056,1.8,0.5276643625096,0.00405401982317145,1.31733914547851,0.319293983182322
2,0.8,270,0.349,0.056,2,0.521758391945374,0.00530751012217298,1.43035480008657,0.406027389681967
2,0.8,NA,0.349,0.056,-2,0.517088607594937,NA,1.18466104719367,NA
2,0.8,NA,0.349,0.056,-1.8,0.515774287425326,0.00168696506675707,0.79911461257521,0.384667146554745
2,0.8,NA,0.349,0.056,-1.6,0.520508015235977,0.00306664586801498,0.997480291663033,0.18630182441672
2,0.8,NA,0.349,0.056,-1.4,0.519400661192864,0.00712796742661121,0.773652764452215,0.227192065154603
2,0.8,NA,0.349,0.056,-1.2,0.529299986571688,0.0188575855318726,1.19143627013397,0.289946055627845
2,0.8,NA,0.349,0.056,-1,0.545921810206844,0.0231598769282903,1.39000920975366,0.395540743024628
2,0.8,NA,0.349,0.056,-0.8,0.568619975034044,0.0248249859732503,1.62001767081728,0.407110818188505
2,0.8,NA,0.349,0.056,-0.6,0.58407423456414,0.0280463902077795,1.56150444846521,0.441055909218786
2,0.8,NA,0.349,0.056,-0.4,0.585124591017276,0.0241380056837264,1.6197448265701,0.328087731771658
2,0.8,NA,0.349,0.056,-0.2,0.605091273624077,0.02739680789456,1.89026163099811,0.488121660243137
2,0.8,NA,0.349,0.056,0,0.597211435901449,0.0254812530800171,1.64568981434062,0.369605264001523
2,0.8,NA,0.349,0.056,0.2,0.601092452887839,0.0242219384956265,1.66452959592726,0.387152400035754
2,0.8,NA,0.349,0.056,0.4,0.573115253232844,0.02230903248877,1.34730253965592,0.3450390063174
2,0.8,NA,0.349,0.056,0.6,0.576850174258579,0.0126938621188976,1.48839857440561,0.287224256037866
2,0.8,NA,0.349,0.056,0.8,0.56822600884563,0.00768095618364786,1.76181525911673,0.400081121632127
2,0.8,NA,0.349,0.056,1,0.552410388168157,0.0105440489351129,1.79828155709695,0.617401053141534
2,0.8,NA,0.349,0.056,1.2,0.552550852737534,0.00890286098182086,1.88399489949911,0.639004796305542
2,0.8,NA,0.349,0.056,1.4,0.551740493102973,0.00395956797954169,1.98236570062554,0.248098311275182
2,0.8,NA,0.349,0.056,1.6,0.532164095620919,0.00800005710735773,1.56294683400371,0.232641507233771
2,0.8,NA,0.349,0.056,1.8,0.521329943188197,0.00435713002606918,1.20503349883728,0.435966288775757
2,0.8,NA,0.349,0.056,2,0.518668812754484,0.00238007183679903,1.24544431527243,0.64779506314909
2,0.85,270,0.349,0.056,-2,0.514294417801197,0.00670908278223359,0.616707649947699,0.0803193683593521
2,0.85,270,0.349,0.056,-1.8,0.517503285945888,0.00991795092692438,0.68028966119725,0.143901379608903
2,0.85,270,0.349,0.056,-1.6,0.508872636265406,0.0122932205558179,0.803852614552645,0.136967440649474
2,0.85,270,0.349,0.056,-1.4,0.516611140768187,0.0146806263530326,0.841583300052755,0.113475501021407
2,0.85,270,0.349,0.056,-1.2,0.529030395044854,0.00718761023261023,0.735066291356737,0.201465685274373
2,0.85,270,0.349,0.056,-1,0.536183313223152,0.0114897279726594,0.662042359577749,0.207010945945551
2,0.85,270,0.349,0.056,-0.8,0.553207481815194,0.0143021363173302,1.14383839027834,0.117235501328924
2,0.85,270,0.349,0.056,-0.6,0.561107115346554,0.0221484061148813,1.15473600503589,0.356489122757121
2,0.85,270,0.349,0.056,-0.4,0.576032156017626,0.0205480417166483,1.38592738144347,0.320910012192354
2,0.85,270,0.349,0.056,-0.2,0.606235076086226,0.0191515296450551,1.73944130801339,0.336152101367708
2,0.85,270,0.349,0.056,0,0.62368595751676,0.014569859459378,2.06263175451967,0.290725888100733
2,0.85,270,0.349,0.056,0.2,0.611808192886002,0.0203630305660194,1.95960688821454,0.321448284609215
2,0.85,270,0.349,0.056,0.4,0.600871243315057,0.016676618733031,1.79641166713159,0.229820752090879
2,0.85,270,0.349,0.056,0.6,0.592318353084956,0.0136814025999374,1.90955835341909,0.336267264560453
2,0.85,270,0.349,0.056,0.8,0.580906848241829,0.013478024786677,1.88537604609157,0.401686014624956
2,0.85,270,0.349,0.056,1,0.559161670503902,0.0143573695578017,1.66310356108716,0.503923440497432
2,0.85,270,0.349,0.056,1.2,0.560683912077297,0.00955526649767848,1.7802898869138,0.374890292257958
2,0.85,270,0.349,0.056,1.4,0.560448591837988,0.0146494527501514,2.15457195405062,0.355319862910416
2,0.85,270,0.349,0.056,1.6,0.548447207641527,0.0172533461453662,1.76198370929812,0.541465040338103
2,0.85,270,0.349,0.056,1.8,0.537165672088275,0.014225556037315,1.42441976342848,0.442426559913205
2,0.85,270,0.349,0.056,2,0.524319153815693,0.00131634753205571,1.89959970571152,0.218213899118913
2,0.85,NA,0.349,0.056,-2,0.5078005158924,0.000927663658722655,0.549833373449783,0.0304418256351891
2,0.85,NA,0.349,0.056,-1.8,0.513148031960095,0.0058989011244276,0.774165267566883,0.242048128542981
2,0.85,NA,0.349,0.056,-1.6,0.503272470478104,0.00881690686961733,1.28229556430783,0.658929597147923
2,0.85,NA,0.349,0.056,-1.4,0.514616285355347,0.00822944611426508,0.554976888193388,0.284249780667076
2,0.85,NA,0.349,0.056,-1.2,0.513020826502038,0.0110386771234996,0.789868074005977,0.101301859483714
2,0.85,NA,0.349,0.056,-1,0.529263560539511,0.014828252086384,0.78921017765329,0.3638583405446
2,0.85,NA,0.349,0.056,-0.8,0.551741139101912,0.0220502413651892,1.28033394836026,0.46929697302897
2,0.85,NA,0.349,0.056,-0.6,0.555456244769658,0.0224441664210658,1.17125711206739,0.452126768888143
2,0.85,NA,0.349,0.056,-0.4,0.585113264739178,0.0134893669518786,1.52756529330668,0.237933645295531
2,0.85,NA,0.349,0.056,-0.2,0.569960899390152,0.0228830406410234,1.22491097759343,0.347742936020289
2,0.85,NA,0.349,0.056,0,0.580360848629867,0.0231567704960175,1.55602672664636,0.390825865569179
2,0.85,NA,0.349,0.056,0.2,0.580982404361998,0.0212155011680779,1.62477123312845,0.274437964456761
2,0.85,NA,0.349,0.056,0.4,0.585721508494331,0.011790379322619,1.44878779516235,0.303128887808473
2,0.85,NA,0.349,0.056,0.6,0.582738684358786,0.0210175887213389,1.90766317363859,0.460839421163936
2,0.85,NA,0.349,0.056,0.8,0.592377202503123,0.0143298676741939,2.49401164924926,0.395708378707013
2,0.85,NA,0.349,0.056,1,0.576818429815257,0.0221948964393052,2.08145464969157,0.604243316134886
2,0.85,NA,0.349,0.056,1.2,0.551347435521547,0.0133192295555787,1.58099259176608,0.441313834112422
2,0.85,NA,0.349,0.056,1.4,0.534811406820183,0.0140454887536072,1.06809506599028,0.443551912422081
2,0.85,NA,0.349,0.056,1.6,0.534697517013461,0.0138408635642798,1.19797847372616,0.428350783913722
2,0.85,NA,0.349,0.056,1.8,0.530100203317605,0.0153163453363856,1.48831303418087,0.795243416072358
2,0.85,NA,0.349,0.056,2,0.523327747873442,0.00279549488475178,2.33796829779082,0.543306338763933
2,0.9,270,0.349,0.056,-2,NA,NA,NA,NA
2,0.9,270,0.349,0.056,-1.8,0.511962805646069,0.00582567892341964,0.573058582851388,0.108215111709533
2,0.9,270,0.349,0.056,-1.6,0.517494888805026,0.00368038182736139,0.564367804937993,0.261432455087193
2,0.9,270,0.349,0.056,-1.4,0.520921008637547,0.00653381712206371,0.736394627109953,0.273154167870536
2,0.9,270,0.349,0.056,-1.2,0.526337730556489,0.0111398823421987,0.848695854209604,0.304235078729431
2,0.9,270,0.349,0.056,-1,0.535558654509856,0.0103136883899233,0.954298172636044,0.356431997292635
2,0.9,270,0.349,0.056,-0.8,0.561548415530303,0.014787252205425,1.26863182331249,0.336010996830502
2,0.9,270,0.349,0.056,-0.6,0.559369510363131,0.0189708626729685,1.08346462909681,0.360412462287411
2,0.9,270,0.349,0.056,-0.4,0.580518062401313,0.0147529845201155,1.41100398709019,0.255651659331817
2,0.9,270,0.349,0.056,-0.2,0.605083971353316,0.0122158399489155,1.9711914456788,0.122774892327604
2,0.9,270,0.349,0.056,0,0.606052782499651,0.0206255994867122,1.85921923686371,0.229336027072184
2,0.9,270,0.349,0.056,0.2,0.604847876575188,0.0252371781507693,1.8773228931534,0.350135964088355
2,0.9,270,0.349,0.056,0.4,0.577393619801608,0.0337449778783853,1.45261152507686,0.562469763824822
2,0.9,270,0.349,0.056,0.6,0.578711289666894,0.0302968502939182,1.67171121256594,0.592805691354391
2,0.9,270,0.349,0.056,0.8,0.583014755480691,0.030666798619196,2.43569048042616,0.88349181042797
2,0.9,270,0.349,0.056,1,0.571785319608769,0.0217249524173308,2.11489393258915,0.837613133248427
2,0.9,270,0.349,0.056,1.2,0.563194121311392,0.0167801086229516,2.12690942969452,0.696862122532479
2,0.9,270,0.349,0.056,1.4,0.545016479892371,0.0144986282834526,1.62100077148969,0.71911304502017
2,0.9,270,0.349,0.056,1.6,0.535391299647241,0.00914967587443243,2.54313612236061,0.730485396332752
2,0.9,270,0.349,0.056,1.8,0.534010451579646,0.00606592094821695,2.52895163236248,0.670627808063378
2,0.9,270,0.349,0.056,2,0.531807058246451,0.00813697001786961,2.64667600637058,0.681248168878022
2,0.9,NA,0.349,0.056,-2,0.511498003685504,0.00412699631449631,0.809650685857858,0.28285431789408
2,0.9,NA,0.349,0.056,-1.8,0.511498003685504,0.00412699631449631,0.809650685857858,0.28285431789408
2,0.9,NA,0.349,0.056,-1.6,0.499133009604501,0.00415422671803567,0.553896959475822,0.17063033783467
2,0.9,NA,0.349,0.056,-1.4,0.507323760822312,0.00769955980767627,0.630414811296858,0.107613602129388
2,0.9,NA,0.349,0.056,-1.2,0.511269625894505,0.00769010461738723,0.465550594833944,0.193438208979436
2,0.9,NA,0.349,0.056,-1,0.532051291248772,0.0161258445840048,1.09815989806614,0.22581385198327
2,0.9,NA,0.349,0.056,-0.8,0.550687074678042,0.0202217792420111,1.07692764451713,0.216832712057691
2,0.9,NA,0.349,0.056,-0.6,0.567018796851897,0.0241476030945814,1.40436367062995,0.258413689488669
2,0.9,NA,0.349,0.056,-0.4,0.580055245425096,0.0182454125084926,1.36657201952534,0.373626997666031
2,0.9,NA,0.349,0.056,-0.2,0.610204925494296,0.011801694778237,1.87343670437307,0.161575353328902
2,0.9,NA,0.349,0.056,0,0.605757825514443,0.00896243539303462,1.83175677744789,0.14772070920182
2,0.9,NA,0.349,0.056,0.2,0.600278966151454,0.0143189324890786,1.77181212141216,0.356889535312497
2,0.9,NA,0.349,0.056,0.4,0.60646586825725,0.0196877000970702,1.99528413775672,0.457401366279331
2,0.9,NA,0.349,0.056,0.6,0.59646555776293,0.0254617123339166,1.99138356250461,0.62614110352549
2,0.9,NA,0.349,0.056,0.8,0.586052765114657,0.0239143790201041,2.12878912004629,0.608309845018328
2,0.9,NA,0.349,0.056,1,0.59087920925729,0.0302543401168371,2.98249686253172,0.808511682645388
2,0.9,NA,0.349,0.056,1.2,0.57467155871013,0.0339649855931657,2.38943970298627,0.861455186255492
2,0.9,NA,0.349,0.056,1.4,0.566002309317196,0.0248598349709447,2.48817552282921,0.744612320319813
2,0.9,NA,0.349,0.056,1.6,0.565427508573093,0.0267132646338018,2.91420478065834,1.02871966416048
2,0.9,NA,0.349,0.056,1.8,0.538956460524208,0.014247885215885,2.14774374733105,0.690036997280866
2,0.9,NA,0.349,0.056,2,0.532706460524208,0.0192740390629588,2.36729394885377,0.487122670134652
2,0.95,270,0.349,0.056,-2,0.518842683921625,0.00493623638685858,1.04477968815567,0.211716685695541
2,0.95,270,0.349,0.056,-1.8,0.518842683921625,0.00493623638685858,1.04477968815567,0.211716685695541
2,0.95,270,0.349,0.056,-1.6,0.512622561473007,0.00487745667466775,0.567002726088478,0.291355122067954
2,0.95,270,0.349,0.056,-1.4,0.515151006479329,0.00568742249449992,0.711093759229397,0.23798137989054
2,0.95,270,0.349,0.056,-1.2,0.528178644795609,0.0119607179509171,0.710578879497337,0.331768014537612
2,0.95,270,0.349,0.056,-1,0.51110935374279,0.0135969067136435,0.891642988242956,0.467877872585528
2,0.95,270,0.349,0.056,-0.8,0.513766100728834,0.0118733909173514,0.392973056223994,0.113319967619091
2,0.95,270,0.349,0.056,-0.6,0.519042734929861,0.0203956959784829,0.539199971768387,0.213833748818609
2,0.95,270,0.349,0.056,-0.4,0.54517232859429,0.0216650127260234,0.796660576561707,0.218295436172217
2,0.95,270,0.349,0.056,-0.2,0.569847472713451,0.0187166212111501,1.09352406476708,0.390728859067563
2,0.95,270,0.349,0.056,0,0.595536611778274,0.0231919288138577,1.74466663801905,0.53194266455067
2,0.95,270,0.349,0.056,0.2,0.609269762839975,0.0207401679414532,2.08345841117535,0.38964231407892
2,0.95,270,0.349,0.056,0.4,0.594554367262506,0.0145660379429213,1.94639218205945,0.344980116367881
2,0.95,270,0.349,0.056,0.6,0.598459226196653,0.0121686868965453,2.44828602826784,0.500691577813899
2,0.95,270,0.349,0.056,0.8,0.586297320190285,0.0196346870370515,2.28952013631228,0.72289182662617
2,0.95,270,0.349,0.056,1,0.568674776105132,0.0242763303294857,1.87002511564857,0.80743785560397
2,0.95,270,0.349,0.056,1.2,0.553698011211318,0.0148726617087057,1.84578869460873,0.456409574113032
2,0.95,270,0.349,0.056,1.4,0.549210989706116,0.00962704835783998,1.99744803848045,0.659429289989455
2,0.95,270,0.349,0.056,1.6,0.534623003975629,0.0194660602349225,1.62026819668861,0.85046134876381
2,0.95,270,0.349,0.056,1.8,0.515270029428599,0.00489709637337837,0.739502120607942,0.449715384251669
2,0.95,270,0.349,0.056,2,0.512985407969696,0.00612569305134918,0.297716829619476,0.118909070292078
2,0.95,NA,0.349,0.056,-2,0.511024784779068,0.00313643526450491,0.750380746672956,0.200173685774113
2,0.95,NA,0.349,0.056,-1.8,0.512245478586656,0.00276311952559821,0.668286760365325,0.206141609712888
2,0.95,NA,0.349,0.056,-1.6,0.50546887478481,0.0179879778570546,1.13589345362866,0.315237286436717
2,0.95,NA,0.349,0.056,-1.4,0.506339425564925,0.00929294835019629,0.941851757843763,0.273081401490234
2,0.95,NA,0.349,0.056,-1.2,0.520710674342714,0.0153275766606171,1.10368749384594,0.2004273802439
2,0.95,NA,0.349,0.056,-1,0.51988749517498,0.0220198105943103,0.924061031827294,0.151846666238364
2,0.95,NA,0.349,0.056,-0.8,0.525097985124173,0.0202367152844827,0.712868557477581,0.269250750167394
2,0.95,NA,0.349,0.056,-0.6,0.5388726084696,0.0169577068464534,0.603687746509826,0.2819246601679
2,0.95,NA,0.349,0.056,-0.4,0.567495999425465,0.0265064496543015,1.05619792929621,0.410851208117908
2,0.95,NA,0.349,0.056,-0.2,0.590131342907875,0.0199004546880572,1.40313668161202,0.300923096782411
2,0.95,NA,0.349,0.056,0,0.590951278449004,0.0192068720299637,1.51492134286732,0.410446826359798
2,0.95,NA,0.349,0.056,0.2,0.596910246611524,0.0173891820447668,1.761958991573,0.426613929518004
2,0.95,NA,0.349,0.056,0.4,0.602748128415559,0.0241983761749899,2.03756718254044,0.545422115645539
2,0.95,NA,0.349,0.056,0.6,0.591803500697844,0.0229888679973667,2.14146008167451,0.619145074132803
2,0.95,NA,0.349,0.056,0.8,0.598656807609477,0.0206120645360175,2.63656501218982,0.656669753044352
2,0.95,NA,0.349,0.056,1,0.585972050575519,0.0207779384977757,2.47552233776336,0.613509106410813
2,0.95,NA,0.349,0.056,1.2,0.561518191618037,0.0199800768925731,2.0804381942063,0.579541322496351
2,0.95,NA,0.349,0.056,1.4,0.551598535376542,0.0189689006947099,2.01549312883401,0.567290797089789
2,0.95,NA,0.349,0.056,1.6,0.527952509413243,0.0199252223637308,1.48862512577462,0.546705004379514
2,0.95,NA,0.349,0.056,1.8,0.526682337735365,0.0173377310764885,1.83182232552267,0.601855243509365
2,0.95,NA,0.349,0.056,2,0.517029253596416,0.0112890263064025,1.27309352799159,0.549100764695506
3,0,270,0.349,0.056,-2,0.50811776403651,0.00693011558045303,0.537695226702553,0.337655230086481
3,0,270,0.349,0.056,-1.8,0.491646170638165,0.0215392050301761,1.3922784411842,1.04102614508676
3,0,270,0.349,0.056,-1.6,0.497215759744819,0.0237671184713118,0.911646261095642,0.613873391664448
3,0,270,0.349,0.056,-1.4,0.495775357174253,0.00784691592274638,0.651612001605859,0.280257341223092
3,0,270,0.349,0.056,-1.2,0.490459878049889,0.0112971487643067,0.635162273168433,0.255229985247882
3,0,270,0.349,0.056,-1,0.499809313146625,0.00998508120708129,0.54587464839399,0.0589651122788041
3,0,270,0.349,0.056,-0.8,0.506273431097272,0.016956036917704,0.562900828813988,0.250571856906327
3,0,270,0.349,0.056,-0.6,0.495526403332728,0.0194023448120699,0.629865334982336,0.192529766382286
3,0,270,0.349,0.056,-0.4,0.506826134999648,0.0157239710574059,0.616359942548692,0.149765921476922
3,0,270,0.349,0.056,-0.2,0.511599876508265,0.0134730616990653,0.499946206976812,0.144970073334668
3,0,270,0.349,0.056,0,0.521583189874493,0.0147639586099002,0.514155351755898,0.203864570300521
3,0,270,0.349,0.056,0.2,0.503062180806528,0.0168415942556624,0.441015575780769,0.196371196512489
3,0,270,0.349,0.056,0.4,0.511989763268403,0.0182443462475918,0.397112236599937,0.143296803246407
3,0,270,0.349,0.056,0.6,0.511664466186756,0.0120415492934557,0.451743426392904,0.147559957057249
3,0,270,0.349,0.056,0.8,0.513043794680368,0.0145059916451734,0.674723580869181,0.331041364071835
3,0,270,0.349,0.056,1,0.498241518922347,0.00640130505077678,0.390037731601609,0.181740509850772
3,0,270,0.349,0.056,1.2,0.511619093053596,0.00888260195120207,0.703810704242944,0.0849471583563514
3,0,270,0.349,0.056,1.4,0.5114004511154,0.00826042780605095,0.70725038938317,0.243934999527092
3,0,270,0.349,0.056,1.6,0.501959223164095,0.0145436634192359,1.13704745219437,0.273680285865831
3,0,270,0.349,0.056,1.8,0.507804354326207,0.0236593939638064,3.03362054851655,1.76225441585654
3,0,270,0.349,0.056,2,NA,NA,NA,NA
3,0,NA,0.349,0.056,-2,0.5,NA,0,NA
3,0,NA,0.349,0.056,-1.8,0.488372093023256,NA,1.22260354280291,NA
3,0,NA,0.349,0.056,-1.6,0.501213723400931,0.00555128511921296,0.745322215072906,0.184633351413824
3,0,NA,0.349,0.056,-1.4,0.5125111421743,0.00841226828016318,0.693084271022509,0.270463932507195
3,0,NA,0.349,0.056,-1.2,0.514105536722266,0.0147665458620583,0.798131812094666,0.318004966807835
3,0,NA,0.349,0.056,-1,0.527345463290046,0.0193148951902298,0.940392177958218,0.381039520034935
3,0,NA,0.349,0.056,-0.8,0.517503656245513,0.0215823929852792,0.861425362604215,0.376090252324004
3,0,NA,0.349,0.056,-0.6,0.514526452866015,0.025136988182292,0.926487774460962,0.420931358465456
3,0,NA,0.349,0.056,-0.4,0.516580967604604,0.0255416315677723,0.787184520657182,0.376125622655691
3,0,NA,0.349,0.056,-0.2,0.545814143014646,0.0223698574585378,0.741494055060357,0.2072260719527
3,0,NA,0.349,0.056,0,0.530771469574162,0.0265142314061521,0.822833300703763,0.167205945844666
3,0,NA,0.349,0.056,0.2,0.534845432946466,0.0235394683502526,0.934984213160267,0.36138326516856
3,0,NA,0.349,0.056,0.4,0.542345820410524,0.0175457597375706,1.05863025425656,0.446518934606516
3,0,NA,0.349,0.056,0.6,0.571073938250517,0.0123481533815256,1.75966163831474,0.238206699020498
3,0,NA,0.349,0.056,0.8,0.559066463543594,0.0125045680491092,1.71984480936069,0.268566434502295
3,0,NA,0.349,0.056,1,0.539503671579991,0.0122647985922252,1.48283407945595,0.323708630015092
3,0,NA,0.349,0.056,1.2,0.544129749160682,0.0149023110958103,1.75165398939038,0.531720867328053
3,0,NA,0.349,0.056,1.4,0.530528669884849,0.00964376221767396,1.77127245817306,0.380916561906611
3,0,NA,0.349,0.056,1.6,0.526895432796899,0.00739345210597625,1.81182643890894,0.359515166636498
3,0,NA,0.349,0.056,1.8,0.525306723610854,0.00671531805377199,2.70126386524187,1.10468621363479
3,0,NA,0.349,0.056,2,0.527073795348238,0.00467572269502583,3.10080803065811,1.3126855348086
3,0.05,270,0.349,0.056,-2,0.500304952694077,0.0163002133575838,1.29413065939384,0.075933291754396
3,0.05,270,0.349,0.056,-1.8,0.505440964235482,0.0101505208137665,0.978295587124309,0.341055117922053
3,0.05,270,0.349,0.056,-1.6,0.512218098353287,0.0157270712067762,0.866777375120552,0.427793220131681
3,0.05,270,0.349,0.056,-1.4,0.519495295688009,0.0134972491870003,0.760240521091473,0.219099700133945
3,0.05,270,0.349,0.056,-1.2,0.532342120706877,0.0167832719410094,0.805962642400893,0.314335948230324
3,0.05,270,0.349,0.056,-1,0.517815503386867,0.0150639539553252,0.62371751402338,0.252035756984844
3,0.05,270,0.349,0.056,-0.8,0.520426812390796,0.0186075820434921,0.785454962845194,0.253491044545767
3,0.05,270,0.349,0.056,-0.6,0.513742834329717,0.0260638226492755,0.901925834635683,0.331031638582129
3,0.05,270,0.349,0.056,-0.4,0.530629946067231,0.0176290779303054,0.929989239027957,0.162468291188756
3,0.05,270,0.349,0.056,-0.2,0.555237107758307,0.0207205318692189,1.36144282560843,0.36267984794276
3,0.05,270,0.349,0.056,0,0.571533372367335,0.0162623810922995,1.31522173074445,0.403160335283157
3,0.05,270,0.349,0.056,0.2,0.573576453924252,0.0181802258784764,1.32366856854369,0.415993213770931
3,0.05,270,0.349,0.056,0.4,0.586728309193824,0.0215889779558179,1.65570067365108,0.47039340903523
3,0.05,270,0.349,0.056,0.6,0.570528293666219,0.0132620238613264,1.37683382669595,0.354423752465861
3,0.05,270,0.349,0.056,0.8,0.563447090294903,0.0203974804305302,1.54918749652649,0.517721053482953
3,0.05,270,0.349,0.056,1,0.543178913413741,0.0234090128504878,1.47238584915646,0.454850567266861
3,0.05,270,0.349,0.056,1.2,0.5377318374986,0.0199531754137082,1.4380024640108,0.593776202714055
3,0.05,270,0.349,0.056,1.4,0.526464784554621,0.0204515539179465,1.73153235477228,0.67936848197992
3,0.05,270,0.349,0.056,1.6,0.518359729899414,0.0117691575097954,1.28083585030708,0.531745753626489
3,0.05,270,0.349,0.056,1.8,0.497140808006336,0.00459688714937913,0.577667644453829,0.26563832481089
3,0.05,270,0.349,0.056,2,0.496192893401015,NA,0.8748048822582,NA
3,0.05,NA,0.349,0.056,-2,0.500612745098039,0.000612745098039213,0.389741665125065,0.192666524532252
3,0.05,NA,0.349,0.056,-1.8,0.511103962113319,0.0042847767897145,0.119103596469771,0.0554607069274252
3,0.05,NA,0.349,0.056,-1.6,0.522915300289953,0.00803995169858467,0.476653597630969,0.177254117818526
3,0.05,NA,0.349,0.056,-1.4,0.523114112439604,0.00692523758523149,0.533558446340349,0.247559379430987
3,0.05,NA,0.349,0.056,-1.2,0.526288029228446,0.00781974572766736,0.701181317882316,0.210869049060996
3,0.05,NA,0.349,0.056,-1,0.53622775357658,0.00823998824109529,0.542516425938469,0.189402955675606
3,0.05,NA,0.349,0.056,-0.8,0.542732803690324,0.0175148806441651,0.845164375863284,0.172575071327048
3,0.05,NA,0.349,0.056,-0.6,0.530634296894948,0.0225128055941947,0.85719572927321,0.3387362513802
3,0.05,NA,0.349,0.056,-0.4,0.549452547613923,0.0194272654167502,0.899472710924249,0.362770859856381
3,0.05,NA,0.349,0.056,-0.2,0.545595014305748,0.0198841664258595,0.913512414098605,0.442115948183887
3,0.05,NA,0.349,0.056,0,0.540850327337085,0.0230590356409672,0.905382415217269,0.423401779172629
3,0.05,NA,0.349,0.056,0.2,0.535655146780891,0.0119353081618282,0.767671147729236,0.184733353860394
3,0.05,NA,0.349,0.056,0.4,0.547580444971763,0.0181693197867865,0.839080202834873,0.281412520329789
3,0.05,NA,0.349,0.056,0.6,0.565920309697969,0.0169173417046371,1.17453167195274,0.443886794737589
3,0.05,NA,0.349,0.056,0.8,0.562167547666733,0.0171846541690835,1.16664587027248,0.441960564067102
3,0.05,NA,0.349,0.056,1,0.568396568391818,0.0254758149912085,1.87403142976825,0.448335038154103
3,0.05,NA,0.349,0.056,1.2,0.541277071839146,0.0138031491775906,1.51182190045081,0.484862273594686
3,0.05,NA,0.349,0.056,1.4,0.526295397115047,0.0114116910041827,1.32813938589641,0.731590280109676
3,0.05,NA,0.349,0.056,1.6,0.527972837449222,0.00911212405869928,1.92924128971847,1.02892721569179
3,0.05,NA,0.349,0.056,1.8,0.52361920613985,0.0121191822357748,2.3371318012434,1.10695594300516
3,0.05,NA,0.349,0.056,2,0.514547138676132,0.0139182078585217,2.03260730608915,1.84332549345374
3,0.1,270,0.349,0.056,-2,0.486040609137056,NA,1.35882306251461,NA
3,0.1,270,0.349,0.056,-1.8,0.495848777627207,0.0065207660643735,0.943367946164529,0.226045509645183
3,0.1,270,0.349,0.056,-1.6,0.505121588360798,0.0041930148418582,0.528947972868514,0.158015290871435
3,0.1,270,0.349,0.056,-1.4,0.520017574791484,0.00733609695395196,0.548754114943158,0.0341109086915001
3,0.1,270,0.349,0.056,-1.2,0.515019224876197,0.00736828413349234,0.732990134375471,0.212225625477826
3,0.1,270,0.349,0.056,-1,0.530149457064741,0.0134634301970708,1.00126717411894,0.189783220668079
3,0.1,270,0.349,0.056,-0.8,0.543967894970291,0.0138368168675422,0.963529524622559,0.264289977783239
3,0.1,270,0.349,0.056,-0.6,0.543997730203636,0.0130199660809625,0.718211441072695,0.283108548192997
3,0.1,270,0.349,0.056,-0.4,0.556619259506361,0.0127431456211717,0.942307210576433,0.314096846042531
3,0.1,270,0.349,0.056,-0.2,0.546227489180571,0.0253734821702845,0.944095850813286,0.331573239173794
3,0.1,270,0.349,0.056,0,0.544033534107119,0.0309065137303612,1.1217771386716,0.414196779418743
3,0.1,270,0.349,0.056,0.2,0.550798150485193,0.0269172212667358,1.09706063900236,0.425385820744331
3,0.1,270,0.349,0.056,0.4,0.549285275719958,0.0181470647311155,0.907919988623763,0.433454335765534
3,0.1,270,0.349,0.056,0.6,0.569694853659947,0.0266979498748458,1.55167696553858,0.409856060333976
3,0.1,270,0.349,0.056,0.8,0.576426053108792,0.0297007826565048,1.87492013206942,0.604070113349374
3,0.1,270,0.349,0.056,1,0.571826370151933,0.0136394418953287,1.8894802812062,0.336170148694579
3,0.1,270,0.349,0.056,1.2,0.550181991999579,0.0142851033002431,1.39113274783401,0.336405417704697
3,0.1,270,0.349,0.056,1.4,0.539321312683466,0.0124352397907039,1.35239841055877,0.433117048186415
3,0.1,270,0.349,0.056,1.6,0.52853765256392,0.00865585862521053,1.02944589262509,0.461321398177763
3,0.1,270,0.349,0.056,1.8,0.522889095248443,0.0172018377671752,2.46032826293107,1.41520308385789
3,0.1,270,0.349,0.056,2,0.524197995772003,0.0161757025162353,2.42787879841564,1.43088972298751
3,0.1,NA,0.349,0.056,-2,0.507859397805226,0.00316339964976695,0.319274193292634,0.0411604313187982
3,0.1,NA,0.349,0.056,-1.8,0.506337327790006,0.00416368308336552,0.458632088505596,0.14072598304889
3,0.1,NA,0.349,0.056,-1.6,0.511342961845904,0.0023669205583835,0.244689772562275,0.0712236545887544
3,0.1,NA,0.349,0.056,-1.4,0.521410113612619,0.00788330903507765,0.499495521704153,0.172743957606768
3,0.1,NA,0.349,0.056,-1.2,0.527181580934828,0.0123679066625508,0.889262846869384,0.203608638035327
