"k","alpha","ntop","lambda","nu","mean_cindex","se_cindex","optimal_z_cutpoint","mean_cindex_dichot","se_cindex_dichot","mean_abs_logrank_z","se_abs_logrank_z"
11,0.3,NA,0.349,0.05,0.659142905575899,0.0130774420265035,1.6,0.550190053503504,0.00992716510411246,3.16856327750405,0.324691270799254
12,0.3,NA,0.349,0.05,0.661513156053811,0.0192433845357279,1.6,0.556485638072042,0.00954987465149281,2.62625647789937,0.553338757162515
2,0.35,NA,0.349,0.05,0.649407020641301,0.0165842561943068,1.2,0.583724881000449,0.00726759711193989,2.75770229632369,0.263282196228433
3,0.35,NA,0.349,0.05,0.640257228547967,0.0119490286731222,1.2,0.584486681168015,0.0125556682766198,2.87041637859427,0.530058509062808
4,0.35,NA,0.349,0.05,0.663398460224291,0.00970387800266681,1.2,0.586950323948847,0.00751477051878318,2.84289139331293,0.104750694895437
5,0.35,NA,0.349,0.05,0.653634312407189,0.0126625564200418,1.4,0.563740367868889,0.0113198779847549,2.91878211430809,0.37630734617515
6,0.35,NA,0.349,0.05,0.659465347002688,0.0129360017383645,1.2,0.575284337407871,0.00762015242965126,2.95294140756863,0.41845688089599
7,0.35,NA,0.349,0.05,0.65771584927315,0.0149261928285856,1.2,0.577824660011417,0.00645256728086681,2.68474021220688,0.447763449573243
8,0.35,NA,0.349,0.05,0.654283192639859,0.0184049076183002,1.2,0.567681771940406,0.00796930127715305,2.51131780076625,0.479851145091369
9,0.35,NA,0.349,0.05,0.658831747492961,0.012296531481718,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
10,0.35,NA,0.349,0.05,0.648639400742223,0.008904161330883,1.4,0.563782773355535,0.016832910094192,2.74497242069964,0.775925599122334
11,0.35,NA,0.349,0.05,0.648765121543094,0.0124377440481499,1.4,0.556359328695254,0.0118260803983368,2.49075142682999,0.540758038876707
12,0.35,NA,0.349,0.05,0.65551117163754,0.0188170979838587,1.2,0.558122019126848,0.0191900088835156,2.74812148925443,0.847234662796075
2,0.4,NA,0.349,0.05,0.649418945554498,0.00634407090789198,1.4,0.581800519075485,0.00851221644052695,2.96637498312318,0.31451882913428
3,0.4,NA,0.349,0.05,0.659808942389106,0.0171847058364308,0.4,0.631771326357324,0.0112791339225229,2.77329195793262,0.390382755321203
4,0.4,NA,0.349,0.05,0.656895295646624,0.00817314213858389,1.6,0.559791450918605,0.00964082551065083,2.83905026097441,0.37465274244247
5,0.4,NA,0.349,0.05,0.655848908896156,0.00664284000018437,1.4,0.569021690943066,0.0134238322013024,3.0673168954829,0.484913471694801
6,0.4,NA,0.349,0.05,0.65769387898588,0.0115242791988017,2,0.527659828268414,0.00148483501057038,3.6758886174317,0.200939163796006
7,0.4,NA,0.349,0.05,0.66034768979883,0.0189176589501212,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
8,0.4,NA,0.349,0.05,0.668203216427013,0.00957072493940861,1.6,0.543033659754847,0.0093731747184492,2.91607882396259,0.58163158299414
9,0.4,NA,0.349,0.05,0.656524143393338,0.0123248500565489,1.6,0.538782504079253,0.00839236094115649,2.97748912995984,0.696518163820895
10,0.4,NA,0.349,0.05,0.646612658050893,0.0198936397753998,2,0.530626780626781,NA,3.79836670287228,NA
11,0.4,NA,0.349,0.05,0.645353660977641,0.0156916852502683,1.4,0.577299037034833,0.0125938280226721,3.65652156419625,0.201961561168489
12,0.4,NA,0.349,0.05,0.655294162951477,0.0169787912442671,1.2,0.571921353412832,0.00918483140914176,2.93808035661941,0.699474587362572
2,0.45,NA,0.349,0.05,0.652931092418543,0.00433667353206745,0.6,0.618613318961709,0.012393271972158,2.66385806161118,0.517437962151887
3,0.45,NA,0.349,0.05,0.662403194726317,0.0135284179504825,1.4,0.580837096020318,0.0122874130602369,3.09196095226524,0.440495729110713
4,0.45,NA,0.349,0.05,0.661710392252948,0.0105190668303685,2,0.539282009393677,0.00879978325626739,3.2156663743903,0.0537984488226763
5,0.45,NA,0.349,0.05,0.653189824923415,0.0157628360163889,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
6,0.45,NA,0.349,0.05,0.6592744473398,0.0177855323580956,1.8,0.546824697072835,0.00822567366878586,2.99842329409621,0.414127039136683
7,0.45,NA,0.349,0.05,0.659775102163388,0.0111265031985289,2,0.536045337808575,0.00520598930558565,2.86785664927146,0.296177353280187
8,0.45,NA,0.349,0.05,0.638390108387478,0.0123416461518767,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
9,0.45,NA,0.349,0.05,0.648353356217474,0.0165085456881723,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
10,0.45,NA,0.349,0.05,0.647001252284239,0.0125546509323845,1.6,0.537645392558767,0.00744101483741433,3.64263764018039,0.969307646954049
11,0.45,NA,0.349,0.05,0.641094159268726,0.0165182169060378,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
12,0.45,NA,0.349,0.05,0.656321498308425,0.0116516019459873,1,0.587923870693785,0.0140836538471555,3.07076790649598,0.567099138510109
2,0.5,NA,0.349,0.05,0.648900965875274,0.0128494815065991,1.8,0.547731622245799,0.00708884398407253,2.67486730017999,0.724665031772238
3,0.5,NA,0.349,0.05,0.656119381991047,0.00840491476032626,1.4,0.568357753272031,0.0113779407356358,2.85717946517045,0.326315525490612
4,0.5,NA,0.349,0.05,0.661809525622197,0.0127712630157262,1.2,0.571258972092183,0.00979038475978412,2.7807171914291,0.593617670437545
5,0.5,NA,0.349,0.05,0.654244515266605,0.0102660351193104,2,0.524672302241991,0.00390299096608693,2.88268236392156,0.674682074341037
6,0.5,NA,0.349,0.05,0.662036151426758,0.0175970720391152,1.6,0.545141915695101,0.00518907644598749,3.35812351092498,1.03800767117078
7,0.5,NA,0.349,0.05,0.655265436364935,0.0181205724250811,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
8,0.5,NA,0.349,0.05,0.648029108733082,0.0153533393087704,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
9,0.5,NA,0.349,0.05,0.657209015596058,0.0151411109339266,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
10,0.5,NA,0.349,0.05,0.642316641488473,0.00841374665178688,2,0.523975278007536,0.00665150261924452,2.68243875187557,1.1159279509967
11,0.5,NA,0.349,0.05,0.647312999052172,0.0158436986039939,1.8,0.543997930548108,0.0101341784133843,3.92982798915715,1.18557052152781
12,0.5,NA,0.349,0.05,0.645980973401404,0.0134936130233936,2,0.530626780626781,NA,3.79836670287228,NA
2,0.55,NA,0.349,0.05,0.649510616931551,0.0145827726169184,1.2,0.583007418016176,0.0110918741785026,2.76665175804986,0.429197373671107
3,0.55,NA,0.349,0.05,0.660898754222658,0.0133827459065941,2,0.530270746012478,0.00409587969820447,2.96874176942747,0.337419257610463
4,0.55,NA,0.349,0.05,0.653774957873333,0.0108297263601629,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
5,0.55,NA,0.349,0.05,0.657943083193479,0.0135283201603793,1.8,0.535139228337603,0.00714026989864744,2.97929883682325,0.478405717155526
6,0.55,NA,0.349,0.05,0.647316195741439,0.0164683126746732,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
7,0.55,NA,0.349,0.05,0.652740625672474,0.0164550109126644,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
8,0.55,NA,0.349,0.05,0.6502452756278,0.0189098594147514,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
9,0.55,NA,0.349,0.05,0.648926551357991,0.01222606661861,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
10,0.55,NA,0.349,0.05,0.642046699938182,0.0129217009974611,1.6,0.542829843434649,0.00923062009251032,3.14758873673516,0.286314895691763
11,0.55,NA,0.349,0.05,0.645139768122518,0.0161618291311642,1.4,0.5473254792847,0.0156167613349064,2.97634747486763,0.713603977515502
12,0.55,NA,0.349,0.05,0.64574865626516,0.0200401458106233,2,0.562678062678063,NA,6.03011186724307,NA
2,0.6,NA,0.349,0.05,0.667340727587541,0.0085283797615872,1,0.602996327634072,0.0156513812860232,2.86150348943462,0.5104631971348
3,0.6,NA,0.349,0.05,0.668655465506203,0.0176117701579828,1.6,0.550746068575649,0.0118847318309239,3.19709725573015,0.384128291662294
4,0.6,NA,0.349,0.05,0.656579840903363,0.0136590218446205,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
5,0.6,NA,0.349,0.05,0.6626771336557,0.0174270591465818,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
6,0.6,NA,0.349,0.05,0.644595800725336,0.01192987629382,2,0.530626780626781,NA,3.79836670287228,NA
7,0.6,NA,0.349,0.05,0.647937340631963,0.0162538151013292,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
8,0.6,NA,0.349,0.05,0.633365600631656,0.0112328079736631,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
9,0.6,NA,0.349,0.05,0.651283717367755,0.0187976473033107,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
10,0.6,NA,0.349,0.05,0.645399301342541,0.0179049291583573,2,0.530626780626781,NA,3.79836670287228,NA
11,0.6,NA,0.349,0.05,0.648225584118386,0.0239763612628577,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
12,0.6,NA,0.349,0.05,0.639792291035592,0.017532278796783,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
2,0.65,NA,0.349,0.05,0.651957261053368,0.0105487481375575,1,0.59222336798251,0.012776624762266,2.71048712921671,0.440252569897085
3,0.65,NA,0.349,0.05,0.662198007992927,0.0128692319543124,1.4,0.570819273517643,0.00567493081595683,2.98369161169398,0.469709204395332
4,0.65,NA,0.349,0.05,0.650459443788632,0.0142342439770599,1.8,0.527659828268414,0.00148483501057038,3.6758886174317,0.200939163796006
5,0.65,NA,0.349,0.05,0.649238982408385,0.0123221028930443,1.8,0.546162594006567,0.0103738539197791,3.58438420971614,0.576612403100032
6,0.65,NA,0.349,0.05,0.649151498313057,0.0178079861854554,2,0.530626780626781,NA,3.79836670287228,NA
7,0.65,NA,0.349,0.05,0.65134124490584,0.012934523150723,1.8,0.546762543502294,0.0101663011930051,4.64085159929041,0.697712448758525
8,0.65,NA,0.349,0.05,0.635440290583186,0.0186922527867283,1.8,0.516878398446289,0.00495995324033364,1.98980663396596,0.798099122683042
9,0.65,NA,0.349,0.05,0.657742399903955,0.0159905626377231,2,0.540194906901068,0.00956812627428744,3.92902792402566,0.130661221153386
10,0.65,NA,0.349,0.05,0.652170615259149,0.015897122863283,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
11,0.65,NA,0.349,0.05,0.638245142286213,0.00912703510535607,1.6,0.540741193537942,0.00717828841171383,3.07821859209638,0.601975180111926
12,0.65,NA,0.349,0.05,0.636528565827796,0.0138745572005454,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
2,0.7,NA,0.349,0.05,0.656516568029157,0.0125141581015818,1.4,0.567607252563686,0.00923732759188391,2.77709859598808,0.479118323990077
3,0.7,NA,0.349,0.05,0.65813224345267,0.0135235284908405,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
4,0.7,NA,0.349,0.05,0.651816784256669,0.0125791621800405,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
5,0.7,NA,0.349,0.05,0.647664837836001,0.0178811541604794,2,0.540787323962679,0.0101605433358988,4.07509648033599,0.276729777463715
6,0.7,NA,0.349,0.05,0.645728270117741,0.00896147116145532,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
7,0.7,NA,0.349,0.05,0.645896935826289,0.0140727581331962,2,0.530626780626781,NA,3.79836670287228,NA
8,0.7,NA,0.349,0.05,0.663658616597333,0.0140350471987301,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
9,0.7,NA,0.349,0.05,0.638516368736367,0.018786467947137,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
10,0.7,NA,0.349,0.05,0.631968978385791,0.0132705789157246,1.6,0.536128795780383,0.0049539841235268,2.60531820894978,0.825255111181411
11,0.7,NA,0.349,0.05,0.643701772924616,0.0166466631672988,1.6,0.521096859377479,0.0111786570768619,2.18663764490813,1.01866019627038
12,0.7,NA,0.349,0.05,0.636886757109124,0.0214472268754915,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
2,0.75,NA,0.349,0.05,0.657311876916257,0.00995592098721729,2,0.541371422069797,0.00877461717762191,3.18190093607697,0.304785795970887
3,0.75,NA,0.349,0.05,0.665000462494662,0.0143422196411994,2,0.524500270606487,0.00414996672921734,2.84219967137129,1.03093128775095
4,0.75,NA,0.349,0.05,0.650922750367101,0.00855659939625034,2,0.530626780626781,NA,3.79836670287228,NA
5,0.75,NA,0.349,0.05,0.661850383536457,0.0151746376457997,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
6,0.75,NA,0.349,0.05,0.656749630805227,0.0205154145438731,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
7,0.75,NA,0.349,0.05,0.648932082881801,0.0151622635505743,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
8,0.75,NA,0.349,0.05,0.635589219676559,0.0107223757528327,1.4,0.534945622176162,0.01269760468889,2.6194871089956,0.784107156429608
9,0.75,NA,0.349,0.05,0.642895224932791,0.0204351206961043,1.4,0.541855161505805,0.0111123440623364,2.42301069996416,0.556803584477953
10,0.75,NA,0.349,0.05,0.656126729706794,0.0128731906222653,1.2,0.556394517180324,0.0136692554807974,2.82081362750583,0.75185080442122
11,0.75,NA,0.349,0.05,0.641617012679231,0.0110406741547258,1.6,0.536804477201723,0.00571570925227449,3.41665200063622,1.03299266688347
12,0.75,NA,0.349,0.05,0.649832809441986,0.0128224688996879,1.4,0.534612441151699,0.0082897607079939,2.48170523963421,0.683736432920162
2,0.8,NA,0.349,0.05,0.658053726332902,0.0147260509624242,1.6,0.559199295193442,0.00991194025799579,2.7640007355484,0.387380732748138
3,0.8,NA,0.349,0.05,0.658413356484919,0.0126951914258002,1.6,0.556594515842877,0.0113138580220342,3.80589542646729,0.0990052600486283
4,0.8,NA,0.349,0.05,0.659450696703929,0.0146737130131781,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
5,0.8,NA,0.349,0.05,0.656078239176528,0.0138733923308173,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
6,0.8,NA,0.349,0.05,0.647150339307094,0.0135860795444395,2,0.530626780626781,NA,3.79836670287228,NA
7,0.8,NA,0.349,0.05,0.632746455670155,0.018755091040801,2,0.530626780626781,NA,3.79836670287228,NA
8,0.8,NA,0.349,0.05,0.630579387345497,0.0167862762921629,1.8,0.51641614481961,0.0114303898338551,2.05767808872641,1.77507569672272
9,0.8,NA,0.349,0.05,0.643123636207915,0.0131374147170419,2,0.530626780626781,NA,3.79836670287228,NA
10,0.8,NA,0.349,0.05,0.641072403975359,0.0161702843106517,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
11,0.8,NA,0.349,0.05,0.643915781242121,0.0233636463800337,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
12,0.8,NA,0.349,0.05,0.631765986942677,0.0243313425574772,1.8,0.523716936039211,0.00234941467168959,2.14072420684309,1.14244538117045
2,0.85,NA,0.349,0.05,0.664539579213793,0.0116331739091523,1.2,0.582673816423354,0.00691408669785705,2.89623683337772,0.39242891334936
3,0.85,NA,0.349,0.05,0.660984317328379,0.0140178591255578,1.6,0.55151598753086,0.0104877010210534,3.5098573830499,0.54787274911668
4,0.85,NA,0.349,0.05,0.642914824483375,0.0177957849139653,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
5,0.85,NA,0.349,0.05,0.657953136288778,0.0170797459638318,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
6,0.85,NA,0.349,0.05,0.6493998419235,0.0137250845480921,1.4,0.545104380882287,0.00983453376655747,2.90137396680731,0.61018642542824
7,0.85,NA,0.349,0.05,0.645740543124986,0.0217279591384001,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
8,0.85,NA,0.349,0.05,0.641974131004746,0.0165144715456002,2,0.519632880116707,0.00734157044209351,2.46617525515545,1.1032533003255
9,0.85,NA,0.349,0.05,0.636021909106483,0.0153180919519605,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
10,0.85,NA,0.349,0.05,0.642889634712908,0.0133270928276995,1.8,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
11,0.85,NA,0.349,0.05,0.645552474252406,0.0176878670287644,1,0.576018560056409,0.0198114878762616,2.87587366220185,0.608147882253196
12,0.85,NA,0.349,0.05,0.634531904417799,0.0182715038871369,2,0.519632880116707,0.00734157044209351,2.46617525515545,1.1032533003255
2,0.9,NA,0.349,0.05,0.662896388420928,0.0103387412381445,1.4,0.567379203845345,0.00510544964409647,2.89936616627633,0.544690599987286
3,0.9,NA,0.349,0.05,0.653456068011889,0.0140306591956062,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
4,0.9,NA,0.349,0.05,0.65415548142854,0.014850598141946,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
5,0.9,NA,0.349,0.05,0.6427834056151,0.012299515193684,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
6,0.9,NA,0.349,0.05,0.650366676409309,0.0205005737209069,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
7,0.9,NA,0.349,0.05,0.644512938060794,0.0204286125580495,2,0.530626780626781,NA,3.79836670287228,NA
8,0.9,NA,0.349,0.05,0.634485745076726,0.0154158838955453,1.4,0.536512107050004,0.00768431399116755,3.34078838392559,1.15338448935542
9,0.9,NA,0.349,0.05,0.629062809601098,0.0181642941832772,2,0.530626780626781,NA,3.79836670287228,NA
10,0.9,NA,0.349,0.05,0.64260757683163,0.019400589394182,1.8,0.532992363065447,0.0085913897836028,2.96357391876694,0.984828837341686
11,0.9,NA,0.349,0.05,0.630286082678788,0.0249039118284865,2,0.528179888663715,0.00132699207816349,3.63809669211164,0.177740967683911
12,0.9,NA,0.349,0.05,0.627923677644414,0.0198431632057859,1.8,0.519632880116707,0.00734157044209351,2.46617525515545,1.1032533003255
2,0.95,NA,0.349,0.05,0.666831227820799,0.0137995903627507,2,0.533908585671823,0.00514832132211511,2.65927242269999,0.50083876833134
3,0.95,NA,0.349,0.05,0.644266621137026,0.0160281527247885,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
4,0.95,NA,0.349,0.05,0.647297615692143,0.0132406833444021,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
5,0.95,NA,0.349,0.05,0.656127401951206,0.0136037347686016,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
6,0.95,NA,0.349,0.05,0.640218086001825,0.020160073930383,1.4,0.553158072157455,0.00926297500581492,2.94345669382377,0.629350071052121
7,0.95,NA,0.349,0.05,0.652661797017078,0.010000148257772,0.8,0.597704266384038,0.0196314484193652,2.87505672661536,0.835038439226975
8,0.95,NA,0.349,0.05,0.642356185882022,0.015976159616662,1.6,0.541287370637486,0.00854484352916526,3.57344232549422,0.375615851168666
9,0.95,NA,0.349,0.05,0.639082737575744,0.0217001649700309,1.4,0.5388625110877,0.0142709853503126,2.52411778242208,0.758059482948483
10,0.95,NA,0.349,0.05,0.639539150260695,0.0147857100524222,2,0.528346565668841,0.00228021495794006,3.54076814544291,0.25759855742937
11,0.95,NA,0.349,0.05,0.627187252216641,0.011292603209585,2,0.530626780626781,NA,3.79836670287228,NA
12,0.95,NA,0.349,0.05,0.644713310107737,0.0156585912121565,1.2,0.535907710679305,0.0124307446578917,2.00316947529672,0.531625408255664
2,0,300,0.349,0.05,0.574637162476639,0.019231167515545,2,0.509510404915433,0.0150915314107271,1.66111999962772,0.466755671780305
3,0,300,0.349,0.05,0.533060378401061,0.0155507439149525,1.6,0.530524583897783,0.0182859885734321,2.44917833641936,0.979791453663381
4,0,300,0.349,0.05,0.570209004536508,0.0136243773183055,2,0.538461538461538,NA,2.29441411404603,NA
5,0,300,0.349,0.05,0.596978082119582,0.0124536747930424,0.8,0.596267711983332,0.0160460451830879,2.49702528408567,0.573285085237469
6,0,300,0.349,0.05,0.6127752730223,0.00965445659526642,1,0.589445622225278,0.00818333906505428,2.97698907696655,0.323007201619978
7,0,300,0.349,0.05,0.648699727929571,0.017401450135461,1.6,0.556077491322574,0.0045488537590082,2.58915441999652,0.29205981952505
8,0,300,0.349,0.05,0.640588405903993,0.0132566983512734,1.4,0.574266941824885,0.0106249488855645,2.49564088866865,0.609584702654883
9,0,300,0.349,0.05,0.648244255514169,0.00822017672253577,1.4,0.562643258714134,0.0119248776962461,2.43820199779426,0.547222126566939
10,0,300,0.349,0.05,0.649255856573406,0.0101224936515418,1.2,0.583216321177287,0.0103602385247959,2.72231081150269,0.487191130816832
11,0,300,0.349,0.05,0.641978521060709,0.0189515724174087,1.6,0.556749081070055,0.0110338268030047,2.68835694327504,0.659159783025021
12,0,300,0.349,0.05,0.635018400862313,0.0101633656959818,0.8,0.612188135416994,0.0111996294205748,2.86025154947177,0.490658880203626
2,0.05,300,0.349,0.05,0.599814514048382,0.0279916134812743,2,0.535485314965654,0.0160418801909782,2.5144164334629,0.63397167221276
3,0.05,300,0.349,0.05,0.594740444558246,0.0227064604560594,1.8,0.54458492238927,0.0121454895108444,2.34984728044692,0.564850777898848
4,0.05,300,0.349,0.05,0.597354441407684,0.0242480295079976,1.4,0.558725686435814,0.00495866997747645,2.42959162316375,0.226191950460921
5,0.05,300,0.349,0.05,0.623587880343411,0.0168043349524515,1.2,0.558612836330937,0.012786084568534,2.29312806095089,0.608174725983414
6,0.05,300,0.349,0.05,0.639087959391667,0.0161597731345738,1.6,0.55783284786188,0.0190864707937849,2.65935907390357,0.819050695997093
7,0.05,300,0.349,0.05,0.635179224475287,0.0134802550675553,1.4,0.572328737049502,0.00740844893654379,2.68067999676943,0.275010844813643
8,0.05,300,0.349,0.05,0.653005597303584,0.0147080130865325,1.2,0.582995281421584,0.00927029848318208,2.80956804914458,0.352669328878317
9,0.05,300,0.349,0.05,0.62932319650528,0.0172165712426261,1.6,0.554292471005609,0.00734758460542294,2.79788699251444,0.545742773978268
10,0.05,300,0.349,0.05,0.649969462714871,0.0125260357672603,1.2,0.585378110510172,0.0153380658457318,2.61215391350705,0.511038026699251
11,0.05,300,0.349,0.05,0.644447601628186,0.00754609824762142,0.8,0.617681256528181,0.00961325719492076,2.67731430026669,0.250921707312854
12,0.05,300,0.349,0.05,0.640478133567168,0.0109280111605997,0.8,0.609425657355172,0.012313356186968,2.84692082053074,0.350049171867808
2,0.1,300,0.349,0.05,0.581281250820295,0.0074519272427992,1.8,0.529151769975731,0.00786414613739396,1.95017085291889,0.450563057330423
3,0.1,300,0.349,0.05,0.637845072381697,0.0209092719681439,1.4,0.566041307757748,0.00851205432439011,2.73816956784542,0.507052617186984
4,0.1,300,0.349,0.05,0.637205559987215,0.0108358353505791,1.4,0.570957681453974,0.0152334417196081,2.59380777757587,0.745797506874716
5,0.1,300,0.349,0.05,0.649371004090824,0.0100132533700854,0.8,0.59639988954176,0.0149814618768566,2.48771898871951,0.613550879275543
6,0.1,300,0.349,0.05,0.643253068119347,0.0112987352968503,0.6,0.618744192730731,0.010697577947307,2.280595925008,0.352286256577198
7,0.1,300,0.349,0.05,0.63566377931783,0.0148965807545738,2,0.533433751863655,0.00525476832335999,2.83704360153048,0.616840432284112
8,0.1,300,0.349,0.05,0.653686629187685,0.00795816688206668,0.8,0.597811877032694,0.0168634030764323,2.49380868294108,0.57598186295549
9,0.1,300,0.349,0.05,0.639336451382626,0.00929509815059952,1.2,0.594783648598736,0.0114616008939707,3.31277161332515,0.458475367678068
10,0.1,300,0.349,0.05,0.643263002580853,0.0105672847755222,1,0.605325069395974,0.0115874879475854,3.02096291712007,0.443218852392888
11,0.1,300,0.349,0.05,0.657465515933863,0.00818500780885356,1.2,0.586874330021433,0.00960590867146182,2.74730758351673,0.221250973661748
12,0.1,300,0.349,0.05,0.648238321430957,0.00928440703490394,0.8,0.611327812840665,0.0133575016719685,2.86322063730916,0.49692645114981
2,0.15,300,0.349,0.05,0.623855812158122,0.0184951274130618,1.6,0.552419103498393,0.0169804308672139,2.72349011752786,0.843630967409299
3,0.15,300,0.349,0.05,0.63457186427202,0.0113077360779672,1.6,0.569007490315048,0.0100125114575045,3.10529621296305,0.597609026394327
4,0.15,300,0.349,0.05,0.636408421754381,0.00620344590991393,1,0.598294520169407,0.0115552175247648,2.67895556672573,0.426494301863592
5,0.15,300,0.349,0.05,0.646620390122445,0.0110570696939299,1,0.602048847480664,0.0132800403641228,2.85180452054538,0.507918915022109
6,0.15,300,0.349,0.05,0.651431694866247,0.00707262240911912,1.2,0.583671031622952,0.00645270710514932,2.79109520279562,0.109571123228996
7,0.15,300,0.349,0.05,0.664130497171315,0.0110840626564329,1.2,0.585513724056153,0.0101970931149348,2.79634614681356,0.272163327653111
8,0.15,300,0.349,0.05,0.649018839354218,0.00835312455293834,0.6,0.613887496750389,0.0146679818355478,2.47908829897955,0.625594538082727
9,0.15,300,0.349,0.05,0.638103163974949,0.00779018847580904,1,0.59335034923895,0.018285859917492,2.22332207631674,0.672146578340568
10,0.15,300,0.349,0.05,0.658853869948641,0.00707618661451744,1.8,0.553120332402043,0.0124917694456196,2.70890054540999,0.74263700654738
11,0.15,300,0.349,0.05,0.658671953586519,0.0137093387023722,2,0.538568033064287,0.00401834845965922,2.91699042113545,0.543068618875043
12,0.15,300,0.349,0.05,0.662919299593506,0.0111495282692711,2,0.549313353000353,0.0126934530572839,3.56769730672602,0.35853893652119
2,0.2,300,0.349,0.05,0.645202105772635,0.00737606327722349,1.8,0.543528483050908,0.00891375702861556,2.63142541970665,0.576116962312039
3,0.2,300,0.349,0.05,0.640848336427398,0.0121301303148094,1.4,0.565458119584107,0.0106712329632791,2.60353528393066,0.499551034382915
4,0.2,300,0.349,0.05,0.642842682584127,0.0166369498491273,0.8,0.603927029700013,0.0143778864270866,2.76833299271849,0.379546277913051
5,0.2,300,0.349,0.05,0.640345406111488,0.00729343763432431,1.4,0.571349752890919,0.00994771507404543,2.89856438803951,0.655084511091269
6,0.2,300,0.349,0.05,0.656485427916116,0.00821663031223383,0.6,0.606216395131459,0.0142826206697904,2.38434577849174,0.548154407703767
7,0.2,300,0.349,0.05,0.658835523965129,0.00951818447704019,1,0.607965486949291,0.0201043457491838,3.00465920304537,0.619640967544208
8,0.2,300,0.349,0.05,0.662363679240873,0.0180528699341352,1.4,0.574180254763179,0.0054730364520504,2.65358051976499,0.237260166107663
9,0.2,300,0.349,0.05,0.666152399362082,0.0127038774030336,0.8,0.609834423710534,0.0179980867292782,2.8619254694266,0.567958046730781
10,0.2,300,0.349,0.05,0.651306654641706,0.0101430086844575,1.4,0.562480431796317,0.0142115807910976,2.62285057583566,0.552826950554847
11,0.2,300,0.349,0.05,0.656376438458945,0.0140290145976288,1.8,0.549978360962048,0.00717230666253751,2.95350891581183,0.640723586619552
12,0.2,300,0.349,0.05,0.656646113570889,0.0101622234824974,2,0.530270746012478,0.00409587969820447,2.96874176942747,0.337419257610463
2,0.25,300,0.349,0.05,0.634298246215223,0.0139509033547398,2,0.537714824005147,0.0114304751401526,2.91216144042566,0.416480165797205
3,0.25,300,0.349,0.05,0.655159843887247,0.0100597594271434,1.6,0.5642228955027,0.0144957907270186,2.74386207314044,0.542333750711137
