"method","factor","signature_raw","signature","r_RB","p_perm","q_BH","in_main_figure"
"NMF","N2 Exocrine","DECODER_NormalStroma","DECODER: Normal Stroma",-0.0578005115089514,0.702464876756162,0.774144966221077,FALSE
"NMF","N2 Exocrine","DECODER_Immune","DECODER: Immune",0.226038394415358,0.00279986000699965,0.00821698045532506,TRUE
"NMF","N2 Exocrine","DECODER_Exocrine","DECODER: Exocrine",0.989002171245162,4.99975001249937e-05,0.000182423311266869,TRUE
"NMF","N2 Exocrine","DECODER_Endocrine","DECODER: Endocrine",0.842763785004594,4.99975001249937e-05,0.000182423311266869,TRUE
"NMF","N2 Exocrine","Moffitt_Basal-like","Moffitt: Basal-like",0.0204615384615385,0.87875606219689,0.921185600951613,TRUE
"NMF","N2 Exocrine","Moffitt_Classical","Moffitt: Classical",-0.00828263578391852,0.947552622368882,0.965430973734332,TRUE
"NMF","N2 Exocrine","Moffitt_Activated","Moffitt: Activated",-0.685936964713943,4.99975001249937e-05,0.000182423311266869,TRUE
"NMF","N2 Exocrine","Moffitt_Normal","Moffitt: Normal",0.280430646433709,0.108194590270486,0.167888157316272,TRUE
"NMF","N2 Exocrine","Moffitt_Immune","Moffitt: Immune",0.587786259541985,0.0199990000499975,0.0421853907304635,TRUE
"NMF","N2 Exocrine","Collisson_Classical","Collisson: Classical",-0.323361956318835,0.00894955252237388,0.0213838865578845,TRUE
"NMF","N2 Exocrine","Collisson_Exocrine","Collisson: Exocrine",0.986673500768837,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N2 Exocrine","Collisson_QM","Collisson: QM",-0.423391215526047,0.0108994550272486,0.0251525885244199,FALSE
"NMF","N2 Exocrine","Bailey_Squamous","Bailey: Squamous",-0.210537351556394,0.0578971051447428,0.103524625093249,TRUE
"NMF","N2 Exocrine","Bailey_Immunogenic","Bailey: Immunogenic",0.211825648683965,0.088345582720864,0.14198397222996,FALSE
"NMF","N2 Exocrine","Bailey_PancreaticProgenitor","Bailey: Pancreatic Progenitor",0.0980278000145549,0.665516724163792,0.736432440673048,FALSE
"NMF","N2 Exocrine","Bailey_ADEX","Bailey: ADEX",0.987835740551726,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N2 Exocrine","Chan-Seng-Yue_Basal-like A","Chan-Seng-Yue: Basal-like A",0.00817331064657267,0.936553172341383,0.957838471712778,FALSE
"NMF","N2 Exocrine","Chan-Seng-Yue_Basal-like B","Chan-Seng-Yue: Basal-like B",0.0100411946446961,0.925353732313384,0.949982919104995,FALSE
"NMF","N2 Exocrine","Chan-Seng-Yue_Classical A","Chan-Seng-Yue: Classical A",0.119456578917275,0.0925953702314884,0.14706323507354,FALSE
"NMF","N2 Exocrine","Chan-Seng-Yue_Classical B","Chan-Seng-Yue: Classical B",0.426674873978938,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N2 Exocrine","Maurer_ECM","Maurer: ECM",-0.56681296142769,4.99975001249937e-05,0.000182423311266869,TRUE
"NMF","N2 Exocrine","Maurer_Immune","Maurer: Immune",0.0745620308419286,0.203989800509975,0.283417301216157,FALSE
"NMF","N2 Exocrine","Puleo_Pure Classical","Puleo: Pure Classical",-0.0991552262495458,0.155592220388981,0.230823623653982,FALSE
"NMF","N2 Exocrine","Puleo_Immune Classical","Puleo: Immune Classical",0.685466851029765,0.00119994000299985,0.00368163410011318,FALSE
"NMF","N2 Exocrine","Puleo_Desmoplastic","Puleo: Desmoplastic",0.0740803553401979,0.313084345782711,0.401732271876972,FALSE
"NMF","N2 Exocrine","Puleo_Stroma Activated","Puleo: Stroma Activated",-0.463395833333333,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N2 Exocrine","Puleo_Pure Basal-like","Puleo Basal-like",-0.443567098614283,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N2 Exocrine","Puleo_tumor_Basal-like","Puleo: Basal-like",-0.365688033092946,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N2 Exocrine","Puleo_tumor_Classical","Puleo: Immune Classical",0.191268366283098,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N2 Exocrine","Elyada_iCAF","Elyada: iCAF",0.0740154241645243,0.51832408379581,0.598066250533627,FALSE
"NMF","N2 Exocrine","Elyada_myCAF","Elyada: myCAF",-0.569582267689685,9.99950002499875e-05,0.00034613653932688,FALSE
"NMF","N2 Exocrine","SCISSORS_apCAF","SCISSORS: apCAF",0.404628687690743,0.167491625418729,0.245775754690526,FALSE
"NMF","N2 Exocrine","SCISSORS_restCAF","SCISSORS: restCAF",0.205505858257282,0.147042647867607,0.22056397180141,TRUE
"NMF","N2 Exocrine","SCISSORS_proCAF","SCISSORS: proCAF",-0.341670931422723,0.0177491125443728,0.0386472611853278,TRUE
"NMF","N2 Exocrine","SCISSORS_Perivascular","SCISSORS: Perivascular",0.319083969465649,0.222438878056097,0.300292485375731,FALSE
"NMF","N2 Exocrine","SCISSORS_panCAF","SCISSORS: panCAF",-0.421131230166138,0.000599970001499925,0.00192847500482119,FALSE
"NMF","N2 Exocrine","SCISSORS_Basal-like","SCISSORS: Basal-like",-0.269912641315519,0.023698815059247,0.0484748489848235,FALSE
"NMF","N2 Exocrine","SCISSORS_Classical","SCISSORS: Classical",-0.11055628150084,0.372481375931203,0.461319399783436,FALSE
"NMF","N2 Exocrine","deCAF_proCAF","deCAF: proCAF",-0.401322482197355,0.170191490425479,0.247415048602409,TRUE
"NMF","N2 Exocrine","deCAF_restCAF","deCAF: restCAF",0.35079001019368,0.0896455177241138,0.143220649618407,TRUE
"NMF","N3 Microenviron.","PurIST_BasalLike","PurIST: Basal-like",-0.295684448002329,0.179941002949853,0.258425908491809,TRUE
"NMF","N3 Microenviron.","PurIST_Classical","PurIST: Classical",-0.390035677879715,0.0549972501374931,0.100332821196778,TRUE
"NMF","N3 Microenviron.","DECODER_BasalTumor","DECODER: Basal-like tumor",-0.382544428684251,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N3 Microenviron.","DECODER_ClassicalTumor","DECODER: Classical tumor",-0.428024737531056,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N3 Microenviron.","DECODER_ActivatedStroma","DECODER: Activated Stroma",0.36432350718065,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N3 Microenviron.","DECODER_NormalStroma","DECODER: Normal Stroma",0.268951406649616,0.0740962951852407,0.12273619447862,FALSE
"NMF","N3 Microenviron.","DECODER_Immune","DECODER: Immune",0.565846422338569,4.99975001249937e-05,0.000182423311266869,TRUE
"NMF","N3 Microenviron.","DECODER_Exocrine","DECODER: Exocrine",-0.830855281789861,4.99975001249937e-05,0.000182423311266869,TRUE
"NMF","N3 Microenviron.","DECODER_Endocrine","DECODER: Endocrine",-0.0361102285120525,0.628068596570171,0.700353871195329,TRUE
"NMF","N3 Microenviron.","Moffitt_Basal-like","Moffitt: Basal-like",-0.248307692307692,0.056197190140493,0.101154942252887,TRUE
"NMF","N3 Microenviron.","Moffitt_Classical","Moffitt: Classical",-0.539055437464878,9.99950002499875e-05,0.00034613653932688,TRUE
"NMF","N3 Microenviron.","Moffitt_Activated","Moffitt: Activated",0.330078794107571,0.00529973501324934,0.0140287103291894,TRUE
"NMF","N3 Microenviron.","Moffitt_Normal","Moffitt: Normal",0.458721982458583,0.00839958002099895,0.0206171509606338,TRUE
"NMF","N3 Microenviron.","Moffitt_Immune","Moffitt: Immune",0.465648854961832,0.072246387680616,0.121158538346375,TRUE
"NMF","N3 Microenviron.","Collisson_Classical","Collisson: Classical",-0.518713832368863,4.99975001249937e-05,0.000182423311266869,TRUE
"NMF","N3 Microenviron.","Collisson_Exocrine","Collisson: Exocrine",-0.907146132887318,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N3 Microenviron.","Collisson_QM","Collisson: QM",0.251276813074566,0.134493275336233,0.204006653599904,FALSE
"NMF","N3 Microenviron.","Bailey_Squamous","Bailey: Squamous",0.116410285736071,0.297585120743963,0.388154505318212,TRUE
"NMF","N3 Microenviron.","Bailey_Immunogenic","Bailey: Immunogenic",0.126563375023334,0.315434228288586,0.401732271876972,FALSE
"NMF","N3 Microenviron.","Bailey_PancreaticProgenitor","Bailey: Pancreatic Progenitor",0.27676297212721,0.209189540522974,0.284367691163181,FALSE
"NMF","N3 Microenviron.","Bailey_ADEX","Bailey: ADEX",-0.876511793738902,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N3 Microenviron.","Chan-Seng-Yue_Basal-like A","Chan-Seng-Yue: Basal-like A",-0.0284090909090909,0.780960951952402,0.849755512224389,FALSE
"NMF","N3 Microenviron.","Chan-Seng-Yue_Basal-like B","Chan-Seng-Yue: Basal-like B",-0.198359570398705,0.0701964901754912,0.118456577171141,FALSE
"NMF","N3 Microenviron.","Chan-Seng-Yue_Classical A","Chan-Seng-Yue: Classical A",-0.280302510501719,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N3 Microenviron.","Chan-Seng-Yue_Classical B","Chan-Seng-Yue: Classical B",-0.290854946846562,0.00494975251237438,0.0133643317834108,FALSE
"NMF","N3 Microenviron.","Maurer_ECM","Maurer: ECM",0.342624425855274,4.99975001249937e-05,0.000182423311266869,TRUE
"NMF","N3 Microenviron.","Maurer_Immune","Maurer: Immune",0.550710127192495,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N3 Microenviron.","Puleo_Pure Classical","Puleo: Pure Classical",-0.515297154173064,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N3 Microenviron.","Puleo_Immune Classical","Puleo: Immune Classical",0.28040171748781,0.203589820508975,0.283417301216157,FALSE
"NMF","N3 Microenviron.","Puleo_Desmoplastic","Puleo: Desmoplastic",0.537573187966889,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N3 Microenviron.","Puleo_Stroma Activated","Puleo: Stroma Activated",-0.0216458333333334,0.791760411979401,0.851694467069475,FALSE
"NMF","N3 Microenviron.","Puleo_Pure Basal-like","Puleo Basal-like",-0.20596839720839,0.00784960751962402,0.01962401879906,FALSE
"NMF","N3 Microenviron.","Puleo_tumor_Basal-like","Puleo: Basal-like",0.129296774902076,0.0185990700464977,0.040173991300435,FALSE
"NMF","N3 Microenviron.","Puleo_tumor_Classical","Puleo: Immune Classical",-0.315201788979043,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N3 Microenviron.","Elyada_iCAF","Elyada: iCAF",0.193748071979434,0.0969951502424879,0.152259828869022,FALSE
"NMF","N3 Microenviron.","Elyada_myCAF","Elyada: myCAF",0.111406649616368,0.460876956152192,0.548179639476176,FALSE
"NMF","N3 Microenviron.","SCISSORS_apCAF","SCISSORS: apCAF",0.0826551373346898,0.785560721963902,0.849755512224389,FALSE
"NMF","N3 Microenviron.","SCISSORS_restCAF","SCISSORS: restCAF",0.391102677630192,0.00519974001299935,0.0139002950842557,TRUE
"NMF","N3 Microenviron.","SCISSORS_proCAF","SCISSORS: proCAF",0.642144319344933,4.99975001249937e-05,0.000182423311266869,TRUE
"NMF","N3 Microenviron.","SCISSORS_Perivascular","SCISSORS: Perivascular",0.0978117048346057,0.713964301784911,0.783619355617585,FALSE
"NMF","N3 Microenviron.","SCISSORS_panCAF","SCISSORS: panCAF",0.354302781407504,0.00379981000949953,0.0105767907480915,FALSE
"NMF","N3 Microenviron.","SCISSORS_Basal-like","SCISSORS: Basal-like",-0.0912127440904419,0.43742812859357,0.527257119286893,FALSE
"NMF","N3 Microenviron.","SCISSORS_Classical","SCISSORS: Classical",-0.535980959492253,4.99975001249937e-05,0.000182423311266869,FALSE
"NMF","N3 Microenviron.","deCAF_proCAF","deCAF: proCAF",0.65412004069176,0.0193990300484976,0.0415693501039234,TRUE
"NMF","N3 Microenviron.","deCAF_restCAF","deCAF: restCAF",0.582823649337411,0.00329983500824959,0.00928078596070196,TRUE
